Name_MOF_CoRE_1272,PLD_angstrom,LCD_angstrom,unit_cell_volume_angstrom3,void_fraction,,Henry's constant: mol/(m^3 Pa),,D0 in a: m^2/s,D0 in b: m^2/s,D0 in c: m^2/s
USOXEH_clean,4.40404,5.02594,2794.92,0.54074,,0.563009133,,0,3.10E-08,0
USOXIL_clean,3.86759,4.98324,5643.88,0.4939,,2.000702648,,0,9.11E-14,1.66E-07
USUBUG_clean,4.63727,4.91918,681.892,0.6004,,0.269829163,,0,7.99E-08,4.94E-08
USUPUV_clean,3.55176,5.55431,2883.24,0.5154,,0.028742912,,8.50E-08,0,4.47E-09
USUQOQ_clean,2.09465,5.03487,1354.35,0.44552,,0.426125192,,0,8.67E-44,1.36E-43
USUVIP_clean,4.33886,7.58722,3127,0.5096,,0.544311418,,0,0,2.26E-08
USUWUC_clean,5.6336,6.34848,2139.86,0.59298,,0.416144051,,3.77E-08,5.74E-08,2.41E-08
UTACOJ_clean,8.02848,9.69732,3777.08,0.64332,,0.162878687,,6.08E-09,0,7.36E-09
UTACUP_clean,3.04749,7.26081,5974.18,0.56714,,0.20063991,,0,0,1.08E-07
UTADIE_clean,4.89845,5.71603,2781.7,0.60668,,0.083862567,,9.13E-09,5.98E-08,1.57E-08
UTATOA_clean,3.42531,5.57304,1603.06,0.5526,,1.743807381,,0,1.11E-07,5.93E-261
UTELIQ_clean,4.9119,6.45572,6772.25,0.5944,,1.623813063,,1.25E-08,0,2.35E-08
UTEMAJ_clean,5.70814,7.83191,3966.35,0.64938,,0.335400892,,2.28E-08,2.90E-09,9.94E-147
UTEWOG_clean,9.36096,14.56338,6382.07,0.70398,,0.524533194,,7.03E-08,5.85E-08,5.99E-08
UTEWUM_clean,9.67935,14.96875,6652.1,0.70914,,0.462797214,,9.21E-08,9.02E-08,8.93E-08
UTEXAT_clean,3.61851,5.94835,4846.52,0.59754,,0.774695621,,0,0,4.91E-08
UTEXIB_clean,3.57572,5.97663,4793.11,0.59286,,0.747193138,,1.60E-14,1.65E-14,5.11E-08
UTIYED_clean,2.10303,4.77614,5580.07,0.42272,,2.017134402,,0,2.25E-33,0
UTOCAJ_clean,4.24748,6.41006,3761.95,0.5204,,0.6697517,,6.32E-08,7.60E-08,0
UTOCEN_clean,4.70917,5.67112,3786.64,0.53116,,0.6077591,,7.70E-08,6.90E-08,0
UTODIR_clean,2.79136,3.9638,7800.6,0.42078,,1.305137685,,7.51E-13,8.08E-13,0
UTOTUT01_clean,2.17336,3.40412,1518.78,0.33906,,0.785349329,,4.17E-22,0,0
UTOTUT_clean,2.516,3.34336,1529.88,0.34444,,0.547043956,,1.72E-15,0,0
UTULEB_clean,4.36967,5.10711,2247.08,0.59236,,0.305459069,,1.30E-07,6.09E-14,5.80E-10
UTULIF_clean,3.16192,4.13601,1948.31,0.53988,,1.038998451,,0,0,4.97E-09
UTULUR_SL_part,6.09252,7.59048,6928.07,0.48298,,5.71944583,,1.85E-08,0,5.47E-08
UTUMAY_clean,2.72626,4.09128,3905.65,0.4595,,1.337114835,,2.97E-09,1.09E-12,4.40E-118
UVANOW_clean,5.02666,7.29029,12832.5,0.67228,,0.304413045,,0,0,0
UVANUC_clean,3.28931,4.28121,1695.63,0.47962,,2.713735564,,1.48E-09,4.60E-18,0
UVARIT_clean,2.842,3.85698,1391.32,0.40716,,6.014246373,,1.18E-18,0,0
UVAROZ_clean,2.88572,4.58104,1387.65,0.4014,,5.260129087,,3.81E-08,0,0
UVARUF_clean,2.91138,4.1114,1366.49,0.39548,,7.25892316,,2.77E-08,0,0
UVASAM01_clean,2.84278,3.7719,1396.55,0.40646,,6.147495432,,1.40E-10,0,0
UVASAM_clean,2.82271,4.09939,1393.24,0.40984,,5.482187596,,1.23E-10,0,0
UVEVAT_clean,3.50073,4.85395,3837.39,0.60874,,0.749214536,,1.61E-07,2.52E-113,2.32E-35
UVEVUN_clean,6.50257,12.77162,15047.5,0.69726,,0.238228824,,0,6.14E-09,6.16E-09
UVEWIC01_clean,3.06326,4.81321,1241.66,0.62928,,0.046456226,,3.46E-08,8.36E-08,2.02E-42
UVEWIC_clean,3.07434,4.7965,2482.83,0.62648,,0.047191063,,0,4.08E-08,2.17E-17
UVEXAV_clean,3.92009,4.32706,553.489,0.41254,,67.61532679,,0,1.74E-08,0
UVINAP_clean,3.47122,3.91536,1288.19,0.40254,,1.316921447,,4.94E-08,0,0
UVIPIZ_clean,6.45191,12.84785,18317.3,0.71354,,0.275413833,,8.13E-09,7.78E-09,8.16E-09
UVIPOF_clean,6.5321,12.86577,18286.7,0.71528,,0.289539047,,8.25E-09,8.38E-09,8.19E-09
UVOBUE_clean,4.79006,6.49472,1754.71,0.5186,,0.101966306,,3.61E-08,2.78E-64,1.58E-69
UVOTOQ_clean,8.94865,11.13208,11710.8,0.66248,,0.332343257,,2.37E-84,1.82E-67,4.56E-09
UVUCEV_clean,3.59154,5.77089,6958.44,0.43512,,1.202960583,,1.35E-258,0,2.51E-11
UVUCIZ_clean,2.221,4.61634,7103.45,0.36616,,1.393084516,,0,0,0
UVUDEW_clean,3.38704,6.21324,11900.2,0.40838,,0.259022997,,0,0,4.10E-08
UVUDOG_clean,2.5973,4.42698,7170.45,0.39328,,1.906113992,,0,0,0
UVUDUM_clean,4.46847,6.73536,11897.7,0.44946,,0.161182836,,0,0,2.24E-08
UVUFIC_clean,2.55475,4.18679,12307.5,0.33468,,4.968312961,,0,0,6.02E-25
UVUFUN_clean,3.29455,5.11987,8651.26,0.54794,,1.981227194,,0,0,0
UVUGAV_clean,3.34045,5.2755,11873.6,0.4,,0.174548446,,0,0,6.11E-08
UVUPOR_clean,4.60929,6.57823,4118.06,0.55026,,2.701736143,,0,5.85E-09,1.73E-08
UVUQAE_clean,4.27915,5.08582,4421.21,0.51366,,1.411802008,,0,3.12E-08,0
UVUQOT_clean,6.07114,8.36447,16253.9,0.61676,,0.674694702,,0,2.04E-09,0
UVUWAL_clean,3.85352,5.1003,8832.46,0.52776,,2.678578231,,1.47E-08,4.52E-08,5.71E-195
UWALEL_clean,7.98385,8.20492,4755.64,0.57968,,0.570456191,,0,9.86E-10,1.07E-10
UWELIS_clean,4.46988,5.76113,2439.06,0.6099,,0.941672459,,0,2.02E-08,0
UWODAN_clean,4.85598,6.83976,6396.75,0.50928,,0.244915606,,0,0,3.25E-08
UWOWAF_clean,4.18233,5.24891,2631.61,0.55892,,1.214942037,,0,3.85E-28,1.56E-07
UWUKII_clean,7.95528,8.89144,9436.46,0.62322,,0.313513668,,0,0,0
UWUTIQ_clean,4.27509,5.91329,4548.95,0.56694,,2.524898661,,2.07E-08,3.32E-09,2.68E-08
UXABOL_clean,4.39544,5.02351,1438.26,0.47578,,0.050401614,,2.29E-08,0,0
UXABUR_clean,4.58066,4.85949,1442.38,0.42992,,0.037982565,,0,0,0
UXACAY_clean,4.34607,4.9728,2853.02,0.47688,,0.078400907,,0,0,6.07E-08
UXAXEY_clean,3.13271,5.94082,3005.99,0.49812,,2.032264003,,0,2.53E-08,0
UXEDEH_clean,2.29673,3.20637,457.215,0.32712,,0.541337738,,0,5.99E-21,0
UXEDIL01_clean,2.40103,3.57021,1030.26,0.39742,,0.749469929,,1.17E-16,0,3.04E-17
UXEDIL02_clean,2.34158,3.4846,1024.98,0.40196,,0.703185693,,4.64E-17,0,3.67E-18
UXEDIL03_clean,2.38464,3.53944,1028.87,0.40638,,0.746378291,,8.84E-17,0,2.38E-17
UXEDIL_clean,2.40921,3.57151,1030.33,0.40774,,0.75544582,,1.49E-16,0,3.28E-17
UXEDOR_clean,2.4237,3.95739,1083.56,0.42322,,1.017031782,,5.30E-97,4.00E-17,0
UXEDUX_clean,2.62032,4.33391,1126.13,0.4454,,0.878600053,,4.56E-72,2.64E-14,0
UXEFAF_clean,2.68457,4.02112,541.99,0.43664,,0.839754761,,7.31E-36,5.61E-13,0
UXEFEJ_clean,2.88912,3.88801,544.498,0.43318,,0.587354084,,1.01E-43,8.29E-10,0
UXEQOE_clean,3.13771,4.21413,3576.51,0.45624,,5.164164663,,1.24E-07,0,0
UXINAR_clean,3.47142,5.12515,4083.89,0.5639,,0.286583202,,0,5.08E-08,0
UXIQOJ_clean,7.00242,7.11307,2783.19,0.579,,0.492929016,,0,0,1.96E-08
UXISUR_clean,6.41721,11.12209,18296.2,0.70906,,0.61656225,,3.16E-09,3.27E-09,3.29E-09
UXOHOG_clean,10.48104,14.4026,15728.8,0.77812,,6.704170671,,0,0,1.63E-08
UXOWIO_clean,3.57339,5.29321,327.57,0.52334,,19.22681892,,2.88E-115,2.86E-115,1.30E-08
UXOWOU_clean,2.59968,3.90896,630.107,0.50464,,0.519438687,,0,0,1.07E-13
UXOXAH_clean,3.56189,5.26283,323.843,0.51906,,21.21818915,,8.31E-131,8.31E-131,1.43E-08
UXOZEO02_clean,2.93919,4.73576,778.175,0.59374,,0.133749311,,5.74E-11,5.75E-11,1.00E-13
UXOZIS02_clean,2.97245,4.75642,777.587,0.59374,,0.134086014,,6.81E-11,6.82E-11,1.82E-13
UXUNUX_clean,5.4304,5.85076,7359.96,0.67506,,0.247873731,,8.14E-08,0,0
UXUPEJ_clean,5.61571,6.00233,7391.29,0.67718,,0.246228743,,8.55E-08,0,0
UXUPEK_clean,2.54361,2.89942,431.969,0.3609,,0.1906518,,0,0,2.99E-10
UXUPIN_clean,5.50615,5.90916,7454.26,0.67702,,0.235025148,,7.76E-08,3.54E-64,1.87E-108
UXUYUI_clean,2.6972,3.7817,1327.71,0.47988,,2.82166831,,4.03E-99,4.09E-99,3.56E-09
UXUZAP_clean,3.3114,4.7948,1721.12,0.4962,,2.918491245,,3.82E-08,0,0
UYAMIS_clean,5.41068,6.81233,10669.6,0.5587,,0.689937709,,6.02E-33,0,2.68E-08
UYAMOY_clean,3.33075,5.47901,5272.53,0.5461,,1.803198435,,0,0,0
UYAQAN_clean,5.10998,6.79905,2187.39,0.4182,,0.271125846,,0,0,0
UYOFIY_clean,3.48431,4.19187,5615.56,0.47762,,1.663128607,,0,0,0
UYOJOI_clean,3.01776,6.13246,3920.73,0.52034,,0.127856817,,1.39E-08,2.37E-96,8.12E-11
UYOYUD_clean,2.04972,4.14196,890.482,0.47812,,0.725755518,,1.13E-69,3.57E-36,1.87E-68
UZAFAD_clean,2.21493,3.81256,1545.28,0.40258,,0.54342796,,0,2.22E-40,0
UZAFIL_clean,2.62753,4.62489,2687.36,0.43982,,3.2368505,,0,9.30E-122,4.22E-72
UZAMUE_clean,2.89873,4.27666,1910.35,0.44852,,1.050409962,,0,0,0
UZANAL_clean,2.89198,4.27097,1901.35,0.44756,,1.098557134,,0,0,0
UZANEP_clean,2.91003,4.27793,1931.15,0.45142,,0.949744141,,0,0,0
UZANOZ_clean,4.44566,5.41994,1562.68,0.5089,,0.728970879,,3.12E-09,0,0
UZAROE_clean,6.77847,19.15427,24465.3,0.64868,,0.072638689,,7.23E-09,7.12E-09,7.29E-09
UZATAR_clean,3.67991,4.87836,1067.54,0.44438,,0.396186362,,1.98E-08,0,0
UZEKEQ_clean,3.39306,4.43844,2674.13,0.37208,,0.343831207,,0,0,5.30E-08
UZIGOB_clean,2.88622,3.81144,1933.77,0.3956,,4.33184111,,0,0,3.85E-09
UZIJUJ_clean,5.53781,6.31333,4589.43,0.58666,,0.710315982,,0,5.02E-23,0
UZIZOU_clean,3.4751,6.07243,1481.67,0.5143,,8.662429807,,2.51E-10,5.84E-10,0
UZIZUZ_clean,2.68433,4.68741,12040.5,0.52108,,1.135149181,,0,0,0
UZOBAN_clean,4.09784,5.77822,7327.09,0.6282,,1.650890191,,1.60E-08,1.64E-08,0
UZOBAO_clean,3.49591,6.03592,1483.73,0.51372,,7.410210225,,3.80E-10,7.93E-10,0
UZOBER_clean,3.53534,4.06497,1387.68,0.52142,,0.777299188,,0,5.62E-25,8.70E-08
UZOBES_clean,3.55526,5.75343,1495.71,0.51762,,7.357799538,,4.29E-10,1.26E-09,0
UZOBIW_clean,3.42042,6.05745,1468.82,0.50988,,10.17416706,,1.54E-10,6.35E-09,0
UZUNAF01_clean,6.14663,6.8919,1563.08,0.45844,,0.173557067,,0,0,0
UZUNAF_clean,6.18967,6.91312,1567.32,0.45644,,0.167391504,,0,0,0
UZUTUG_clean,5.49482,8.55521,15928.1,0.60312,,0.717317464,,0,1.19E-08,0
UZUXOE_clean,4.35872,8.82112,15908.7,0.44154,,3.354150466,,0,0,0
UZUZUL_clean,3.48954,4.58936,2005.55,0.51956,,4.303916936,,1.06E-07,0,1.10E-11
VABJIS_clean,3.6621,3.75101,1295.87,0.44518,,3.414412504,,0,0,5.51E-08
VABJUE_clean,3.46474,4.35617,1370.58,0.40666,,7238.469014,,0,0,3.92E-08
VABKAL_clean,3.57901,4.54693,1396.66,0.41742,,3091.806932,,0,0,4.68E-08
VABKAN_clean,13.46521,25.56448,36468.4,0.83708,,0.097206403,,5.12E-08,3.35E-08,2.78E-09
VABKEP_clean,3.41112,5.47851,801.313,0.47262,,1994.95402,,0,0,2.73E-08
VABKER_clean,13.89176,25.87211,37563.5,0.84218,,0.099212231,,1.71E-08,1.71E-08,0
VABLUG_clean,2.09629,4.92606,1862.18,0.43338,,56.37037613,,0,0,3.85E-71
VABMAN_clean,2.36521,4.75676,1926.25,0.45376,,27.39949959,,0,0,4.22E-31
VABMER_clean,2.55142,4.95493,1929.14,0.46116,,27.75941221,,0,0,3.02E-17
VACFOV_clean_h,6.41264,6.64369,2371.78,0.64244,,1.637524071,,0,1.19E-26,5.29E-10
VACFUB01_clean,7.79664,8.58771,1304.91,0.51288,,0.156522997,,4.04E-08,0,0
VACFUB_clean_h,8.20954,8.37723,1306.43,0.48406,,0.130122717,,1.62E-08,0,0
VACLIX_clean,11.06555,25.76007,56595.2,0.83294,,0.038920443,,0,0,0
VADWON_clean,3.13895,4.04618,4640.63,0.42356,,2.861415079,,7.11E-10,0,0
VAFWAB_clean,3.64183,5.07461,4063.59,0.56406,,0.308546444,,0,1.93E-69,8.34E-08
VAGBEN_clean,4.58503,5.88203,2652.49,0.44424,,0.348661327,,4.66E-08,0,0
VAGBOX_clean,3.52371,4.61284,8927.8,0.40614,,0.496999429,,0,4.10E-08,0
VAGBUD_clean,9.29972,10.01705,3196.42,0.56484,,0.328632155,,5.94E-09,0,0
VAGJET_clean,2.87048,3.60717,1386.06,0.33136,,0.465348091,,1.70E-09,0,0
VAGKOF_clean,2.46792,5.07391,5744.71,0.37442,,1.703569191,,1.84E-14,0,3.86E-227
VAGMAT_clean,12.98736,14.5847,7206.29,0.84242,,0.029295577,,1.65E-08,8.22E-09,5.42E-09
VAGMEX_clean,14.14889,15.29123,7462.31,0.84798,,0.028411787,,2.30E-08,8.38E-08,2.97E-09
VAGTAA01_clean,4.19368,5.55757,1677.28,0.5986,,0.403639182,,2.23E-09,0,9.53E-08
VAGTAA_clean,4.18249,5.58302,839.239,0.62798,,0.223106399,,8.10E-08,6.85E-10,6.53E-10
VAGTAB_clean,3.62042,4.33438,4334.8,0.4141,,67.64861539,,0,9.80E-10,0
VAGTUU_clean,3.54847,6.26267,5132.81,0.55616,,3.710629211,,0,0,4.01E-27
VAHFAM_clean,2.9024,3.79765,1073.75,0.3956,,0.847314615,,1.28E-09,3.14E-49,0
VAHJEW_clean,4.22554,5.55486,1615.91,0.51412,,2.070625613,,0,0,1.57E-09
VAHJIA_clean,3.67242,4.32897,1377.66,0.46224,,4.289681873,,2.14E-14,0,0
VAHPUR_clean,4.02478,5.51457,5208.2,0.44978,,4.854707734,,0,0,0
VAHQAY_clean,4.00398,5.41692,5158.49,0.44426,,13.26433248,,0,0,0
VAHSIH_clean,3.15286,5.70265,2065.73,0.50118,,29.91772788,,4.39E-08,2.34E-75,0
VAHSON_clean,4.16264,5.0439,1070.39,0.41784,,26.13629852,,0,9.08E-09,0
VAHTOQ_clean,3.98064,6.35781,8678.41,0.49314,,2.470260342,,0,0,1.65E-09
VAHTUW_clean,7.5196,9.07384,34636.7,0.5042,,1.26655505,,0,8.27E-10,0
VAHVOQ_clean,2.97415,4.7778,3509.14,0.46786,,0.238562833,,0,3.93E-24,1.26E-07
VAHVOR_clean,4.75948,6.00575,2747.85,0.6177,,0.468227817,,2.53E-08,0,5.96E-09
VAJGAR_clean,5.07642,7.09774,4421.13,0.50016,,23.04733609,,0,0,0
VAJHIA_clean,2.28161,3.95189,4093.08,0.40772,,0.443581326,,4.18E-266,0,2.74E-187
VAJQOP_clean,1.95399,3.10061,2655.26,0.33842,,0.517129007,,0,0,8.86E-36
VAJTEH_clean,3.79338,4.77329,5430.89,0.3968,,1.68863002,,1.20E-08,0,0
VAJTUX_clean,2.75982,4.15327,1495.05,0.4312,,8.889027116,,2.76E-294,2.13E-10,0
VAJVEJ_clean,3.13691,3.86663,5610.38,0.37702,,32.17509902,,0,0,0
VAKBIU_clean,3.2586,5.37528,4567.5,0.52042,,3.075366113,,0,0,0
VAKLIF_clean,6.59595,8.28186,10200.4,0.70842,,0.210481285,,3.07E-08,3.25E-08,4.28E-08
VAKNAZ_clean,3.78017,5.70525,11192.4,0.67738,,0.221350567,,1.54E-09,1.54E-09,0
VAKNED_clean,5.85754,7.99602,4540.25,0.7004,,0.309499613,,0,1.36E-09,4.94E-09
VAKPOP_clean,6.11521,8.40126,16145.3,0.61332,,0.213597663,,0,0,0
VAKPUV_clean,4.32709,8.58956,16232.2,0.49014,,0.786955988,,0,5.36E-10,0
VAKQAC_clean,5.23705,8.29252,15719.6,0.60708,,0.347891404,,0,1.39E-08,0
VAKREG_charged,3.06556,5.11148,2863.74,0.53558,,1.512322766,,0,4.04E-61,0
VAKRIK_ion_b,3.25176,5.29592,2968.59,0.57806,,0.633431198,,0,0,9.98E-11
VALSIM_clean,2.56859,3.58654,711.946,0.35312,,149.2357248,,0,0,3.38E-17
VALVAI_clean,4.69777,5.76682,3384.96,0.50928,,1.222440956,,0,0,5.20E-08
VALVIQ_clean,4.18121,5.10496,3664.83,0.50502,,0.289878504,,0,0,0
VALWUD_clean,5.90489,9.02051,11085.5,0.67874,,0.163813868,,6.49E-08,6.73E-08,6.49E-08
VALXAK_clean,6.05998,8.94922,11097.2,0.67722,,0.191852069,,3.50E-13,1.90E-07,1.83E-07
VALXEO_clean,6.51655,9.02433,11345.7,0.68348,,0.157455045,,3.68E-08,3.70E-08,4.01E-08
VALXIS_clean,5.75912,8.83132,10816.1,0.67268,,0.180706287,,5.34E-15,5.79E-08,7.42E-08
VALXOY_clean,5.39927,8.77226,10603.3,0.66838,,0.220234269,,2.05E-07,1.24E-07,2.04E-07
VALZIU_clean,3.00644,4.12978,1658.3,0.45582,,10.15666775,,0,2.98E-08,0
VAMPUX_clean,10.80756,11.57538,3951.78,0.65112,,0.138719146,,0,0,1.51E-08
VAMQAE_clean,5.60231,7.53611,3981.24,0.53758,,0.084287498,,0,0,7.27E-09
VAMQIJ_clean,2.54846,4.76206,1603.23,0.49298,,0.841064939,,2.92E-13,2.07E-11,2.36E-26
VAMQIM_clean,10.85265,11.61317,3977.46,0.65208,,0.132218388,,0,0,4.27E-08
VAMQOS_clean,10.86664,11.61919,3966.5,0.65166,,0.134262305,,0,0,3.42E-08
VAMYEQ_clean,6.6727,9.74033,19683,0.7452,,0.093269389,,3.08E-08,3.06E-08,1.60E-08
VAMYIU_clean,6.62426,10.21216,19699.3,0.74402,,0.091784654,,1.36E-08,1.37E-08,1.41E-08
VAMYOA_clean,5.05176,6.84165,19212.1,0.67224,,0.44759269,,1.34E-08,1.30E-08,2.48E-08
VAMYUG_clean,6.66695,9.79743,19652.3,0.74424,,0.096954855,,2.52E-08,2.51E-08,1.37E-08
VAMZAN_clean,5.02129,6.97383,19172.2,0.67116,,0.38665314,,3.76E-08,3.85E-08,3.89E-08
VAMZER_clean,5.02698,6.81933,19192,0.6732,,0.387210828,,3.21E-08,3.22E-08,4.13E-08
VANHEA_clean,5.50794,8.37478,9694.74,0.62432,,0.601171061,,4.57E-09,0,1.06E-08
VANNEG_clean,6.76623,10.71784,26592.5,0.70758,,0.10787982,,0,0,5.21E-26
VANNIK_clean,10.75661,11.7262,33057.9,0.84246,,0.015768285,,0,0,0
VANXUD03_clean,3.27307,3.87647,964.659,0.4901,,0.816263464,,0,0,2.27E-08
VANXUD_clean,3.30489,3.89375,972.289,0.49092,,0.750562255,,0,0,4.08E-08
VAPBAR_charged,2.36265,5.98353,1666.06,0.44626,,6.895601977,,6.57E-21,0,1.74E-209
VAPBEV_clean,3.25762,4.83412,3302.13,0.45744,,5.971167573,,0,6.00E-08,2.72E-32
VAPBIZ_clean,3.26552,5.8668,3302.06,0.45854,,6.591047944,,0,0,3.72E-28
VAPFOJ_clean,2.65805,3.67116,1955.93,0.43598,,0.489244858,,1.19E-14,0,0
VAPFUP_clean,3.17718,4.60851,923.156,0.40228,,0.590419986,,5.29E-09,0,0
VAPHOM_clean,3.17588,4.11427,2026.48,0.5587,,0.666769259,,0,3.08E-08,5.69E-143
VAPRIQ_clean,2.36761,4.0565,1407.74,0.2902,,1411565.786,,0,6.47E-24,0
VAQLAC_clean,2.34347,3.31257,1322.5,0.387,,0.863672726,,2.87E-19,0,4.66E-179
VAQLEG_clean,2.20746,5.79514,3034.06,0.46888,,0.808814988,,4.95E-41,8.07E-42,7.46E-97
VAQSEO_clean,4.24025,5.54746,7456.21,0.37788,,0.4795073,,0,0,0
VAQTUF_clean,6.60417,9.94578,14521.6,0.60854,,1.304232064,,0,0,0
VARHIH_clean,3.87969,6.3402,7225.75,0.59626,,1.037012881,,4.51E-08,4.58E-08,0
VARHON_clean,3.91904,6.64863,6822.1,0.60946,,0.44577999,,2.28E-08,2.27E-08,0
VARJAB_clean,3.36551,6.39835,3548.52,0.562,,3.792275934,,3.75E-09,3.74E-09,0
VARJEF_clean,4.11435,7.26008,6846.74,0.60894,,0.604674023,,5.22E-08,5.19E-08,0
VARREL_clean,3.09052,5.87957,1318.99,0.48744,,0.348484944,,8.68E-08,3.55E-08,1.71E-194
VARRIP_clean,3.10593,5.20283,1301.16,0.48426,,0.425936992,,3.18E-08,3.16E-08,1.18E-230
VARWES_charged,2.29059,3.40223,5760.34,0.40072,,0.073599128,,2.71E-20,0,0
VARWIW_charged,2.33813,3.43044,5702.7,0.38992,,0.088623892,,3.14E-14,0,0
VARWOC_clean,6.38416,8.0197,5697.72,0.6858,,0.023454988,,7.89E-08,1.31E-07,1.02E-07
VARWUI_clean,6.35895,7.98306,5639.15,0.68552,,0.024213138,,4.83E-08,1.12E-07,1.04E-07
VASFAZ_clean,4.35664,5.67069,836.325,0.51794,,0.235838148,,2.18E-08,0,0
VASFED_clean,4.36164,5.65651,830.079,0.51496,,0.244662341,,2.18E-08,0,0
VASFIH_clean,4.91164,5.45162,887.612,0.5521,,0.147128659,,7.83E-09,0,1.19E-37
VASFON_clean,4.33703,5.62517,823.33,0.51276,,0.25524412,,2.01E-08,0,0
VASFUT_clean,4.33061,5.79392,811.247,0.50928,,0.276685695,,2.16E-08,0,0
VASGUU_clean,4.0648,5.99506,6494.61,0.59148,,1.683562704,,0,9.70E-09,1.15E-07
VASKOR_clean,3.69864,4.19967,1296.58,0.51142,,0.774453019,,3.94E-08,0,0
VATVIY_clean,4.30708,6.36136,4627.88,0.48342,,0.215682771,,0,0,4.69E-08
VATVOE_clean,4.33245,6.53718,4654.96,0.488,,0.19502241,,0,0,3.20E-08
VATVUK_clean,3.1381,4.5366,2549.39,0.37864,,2.203008744,,0,0,3.64E-09
VATXEU_clean,5.87987,7.30797,4053.7,0.51754,,0.097111949,,6.84E-08,3.24E-61,4.30E-61
VATYAR_clean,4.77773,5.76435,719.227,0.61426,,0.068803943,,6.18E-08,7.95E-08,9.24E-09
VATYEV_clean,4.59471,5.60503,691.379,0.60436,,0.084152905,,8.07E-08,7.39E-08,8.83E-09
VATYIZ_clean,4.62116,5.70159,703.834,0.60712,,0.077215877,,7.83E-08,7.30E-08,2.14E-08
VATYOF_clean,4.64035,5.78784,719.603,0.61426,,0.065752638,,1.20E-07,8.26E-08,5.60E-08
VAXHOR01_clean,2.49094,2.92058,1196.82,0.38168,,0.008791124,,0,3.58E-09,0
VAXHOR_clean,2.47837,2.92118,1196.83,0.37918,,0.008412214,,0,0,1.87E-09
VAXMUF_clean,4.34768,6.55158,1824.77,0.53024,,0.400021604,,0,2.76E-08,0
VAXTEV_clean,3.38322,5.91963,8113.4,0.4946,,0.468979289,,0,1.74E-08,0
VAXVEX_charged,2.97483,3.54637,3056.86,0.3657,,1.962484857,,2.09E-17,6.29E-08,0
VAYDOQ_clean,2.35314,3.78391,1592.22,0.44514,,3.197781969,,0,3.84E-12,0
VAYFUY_clean,3.00384,4.29415,994.447,0.41248,,1.064864044,,0,1.28E-80,0
VAYWEZ_clean,2.68109,7.59021,3540.85,0.57948,,0.149803317,,0,3.50E-13,7.07E-150
VAYWID_clean,2.72078,7.67063,3538.22,0.57964,,0.146981584,,2.64E-47,3.08E-13,3.26E-119
VAZKUE_clean,2.44865,3.20899,1081.1,0.40052,,0.192272464,,5.59E-122,1.82E-13,0
VAZLAL_clean,2.42437,3.17594,1058.49,0.39308,,0.193635402,,1.74E-137,2.16E-14,0
VAZLEP01_clean,2.35855,3.09173,1033.04,0.38184,,0.123622964,,4.82E-164,7.39E-19,0
VAZLEP02_clean,2.45581,3.41315,1068.88,0.40028,,0.842763594,,0,0,0
VAZLEP_clean,2.41402,3.16689,1041.35,0.38688,,0.198309763,,9.94E-173,5.07E-17,0
VAZLIT_clean,2.39104,3.14753,1029.82,0.38394,,0.191608039,,1.85E-185,2.29E-17,0
VAZLOZ_clean,2.03893,3.15905,1029.61,0.36672,,0.196821284,,1.64E-191,5.46E-18,0
VAZLUF_clean,2.28017,3.52211,1090.27,0.40502,,0.942138264,,0,0,0
VAZMAM_clean,2.10174,3.47631,1076.71,0.39506,,0.926126613,,0,0,0
VAZMEQ_clean,2.44819,3.43996,1066.31,0.4069,,0.919161195,,0,0,0
VAZMIU_clean,2.42786,3.42631,1056.98,0.41032,,0.966629258,,0,0,0
VAZMOA_clean,2.37894,3.38693,1046.72,0.40032,,2.064900035,,0,0,0
VAZROF_clean,3.97416,4.97424,4574.69,0.4232,,3.267782618,,0,0,4.37E-08
VAZTOG_clean,7.72495,15.07791,4334.49,0.7969,,0.027039739,,2.93E-08,2.93E-08,2.94E-08
VAZTUM_clean,7.71213,15.06136,17285.6,0.79878,,0.027426492,,9.74E-09,6.05E-08,6.18E-08
VEBHUG_SL,9.72456,17.25057,6214.04,0.84086,,0.02557393,,1.49E-08,1.65E-08,1.62E-09
VECVUW_clean,10.72076,13.19734,5799.73,0.54846,,0.292281008,,1.66E-120,0,1.07E-07
VECWUX_clean,3.52897,4.48903,3471.6,0.47776,,0.855908997,,0,0,9.15E-52
VECZAG_clean,6.33841,8.27394,2724.98,0.62092,,0.050171959,,3.81E-08,0,4.12E-72
VECZEI_clean,3.36207,5.6893,609.404,0.6213,,0.067190593,,9.41E-09,9.41E-09,7.71E-08
VECZEK_clean,6.43268,8.82772,2731.67,0.64944,,0.048047578,,8.08E-09,8.08E-36,2.24E-36
VEDDIT_charged,3.17647,4.85587,2964.13,0.46086,,2.696838669,,7.86E-08,7.87E-08,0
VEDFAN_clean,3.69538,5.75594,3992.31,0.5565,,0.883164946,,9.87E-09,4.49E-08,0
VEDFIV_clean,3.57623,5.3392,3879.22,0.54458,,1.101393078,,1.58E-08,4.77E-08,0
VEDFOB_clean,3.68056,5.61181,3946.37,0.54978,,0.946824422,,1.50E-08,4.78E-08,0
VEDFUH_clean,3.5507,5.73903,3945.68,0.55066,,0.892016587,,1.53E-08,4.53E-08,0
VEDGAO_clean,3.45907,5.1415,3859.32,0.54298,,1.065097362,,8.90E-09,4.06E-08,0
